id,products,total,discountedTotal,userId,totalProducts,totalQuantity
107,"[{'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 6.53, 'discountedTotal': 28.03, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}, {'id': 47, 'title': 'Table Lamp', 'price': 49.99, 'quantity': 2, 'total': 99.98, 'discountPercentage': 7.09, 'discountedTotal': 92.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp'}]",129.97,120.92,107,2,3
108,"[{'id': 142, 'title': 'Cricket Ball', 'price': 12.99, 'quantity': 1, 'total': 12.99, 'discountPercentage': 8.63, 'discountedTotal': 11.87, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp'}, {'id': 106, 'title': 'Apple Watch Series 4 Gold', 'price': 349.99, 'quantity': 3, 'total': 1049.97, 'discountPercentage': 12.02, 'discountedTotal': 923.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp'}]",1062.96,935.63,108,2,4
109,"[{'id': 78, 'title': 'Apple MacBook Pro 14 Inch Space Grey', 'price': 1999.99, 'quantity': 5, 'total': 9999.95, 'discountPercentage': 4.69, 'discountedTotal': 9530.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp'}, {'id': 93, 'title': 'Brown Leather Belt Watch', 'price': 89.99, 'quantity': 1, 'total': 89.99, 'discountPercentage': 5.99, 'discountedTotal': 84.6, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp'}]",10089.94,9615.55,109,2,6
110,"[{'id': 170, 'title': 'Durango SXT RWD', 'price': 36999.99, 'quantity': 1, 'total': 36999.99, 'discountPercentage': 16.44, 'discountedTotal': 30917.19, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp'}, {'id': 163, 'title': 'Girl Summer Dress', 'price': 19.99, 'quantity': 3, 'total': 59.97, 'discountPercentage': 19.2, 'discountedTotal': 48.46, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp'}, {'id': 38, 'title': 'Rice', 'price': 5.99, 'quantity': 4, 'total': 23.96, 'discountPercentage': 9.29, 'discountedTotal': 21.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp'}, {'id': 61, 'title': 'Hand Blender', 'price': 34.99, 'quantity': 2, 'total': 69.98, 'discountPercentage': 17.02, 'discountedTotal': 58.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp'}, {'id': 92, 'title': 'Sports Sneakers Off White Red', 'price': 109.99, 'quantity': 5, 'total': 549.9499999999999, 'discountPercentage': 0.04, 'discountedTotal': 549.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp'}]",37703.85,31595.18,110,5,15
111,"[{'id': 12, 'title': 'Annibale Colombo Sofa', 'price': 2499.99, 'quantity': 5, 'total': 12499.949999999999, 'discountPercentage': 14.4, 'discountedTotal': 10699.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp'}, {'id': 161, 'title': 'Samsung Galaxy Tab White', 'price': 349.99, 'quantity': 4, 'total': 1399.96, 'discountPercentage': 18.2, 'discountedTotal': 1145.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp'}]",13899.91,11845.13,111,2,9
112,"[{'id': 172, 'title': ""Blue Women's Handbag"", 'price': 49.99, 'quantity': 4, 'total': 199.96, 'discountPercentage': 17.88, 'discountedTotal': 164.21, 'thumbnail': ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp""}, {'id': 49, 'title': 'Black Aluminium Cup', 'price': 5.99, 'quantity': 1, 'total': 5.99, 'discountPercentage': 15.65, 'discountedTotal': 5.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp'}, {'id': 142, 'title': 'Cricket Ball', 'price': 12.99, 'quantity': 3, 'total': 38.97, 'discountPercentage': 8.63, 'discountedTotal': 35.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp'}, {'id': 156, 'title': 'Green and Black Glasses', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 1.01, 'discountedTotal': 138.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp'}]",384.88,343.42,112,4,12
113,"[{'id': 1, 'title': 'Essence Mascara Lash Princess', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 10.48, 'discountedTotal': 44.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp'}, {'id': 110, 'title': 'Selfie Lamp with iPhone', 'price': 14.99, 'quantity': 5, 'total': 74.95, 'discountPercentage': 19.4, 'discountedTotal': 60.41, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp'}, {'id': 112, 'title': 'TV Studio Camera Pedestal', 'price': 499.99, 'quantity': 3, 'total': 1499.97, 'discountPercentage': 8.31, 'discountedTotal': 1375.32, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp'}]",1624.87,1480.45,113,3,13
114,"[{'id': 105, 'title': 'Apple MagSafe Battery Pack', 'price': 99.99, 'quantity': 2, 'total': 199.98, 'discountPercentage': 17.17, 'discountedTotal': 165.64, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp'}, {'id': 117, 'title': 'Sportbike Motorcycle', 'price': 7499.99, 'quantity': 5, 'total': 37499.95, 'discountPercentage': 11.58, 'discountedTotal': 33157.46, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/thumbnail.webp'}]",37699.93,33323.1,114,2,7
115,"[{'id': 166, 'title': 'Tartan Dress', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 12.95, 'discountedTotal': 69.62, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp'}, {'id': 81, 'title': 'Lenovo Yoga 920', 'price': 1099.99, 'quantity': 4, 'total': 4399.96, 'discountPercentage': 6.55, 'discountedTotal': 4111.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp'}, {'id': 69, 'title': 'Plate', 'price': 3.99, 'quantity': 2, 'total': 7.98, 'discountPercentage': 7.31, 'discountedTotal': 7.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp'}, {'id': 18, 'title': 'Cat Food', 'price': 8.99, 'quantity': 4, 'total': 35.96, 'discountPercentage': 9.58, 'discountedTotal': 32.52, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp'}, {'id': 23, 'title': 'Eggs', 'price': 2.99, 'quantity': 1, 'total': 2.99, 'discountPercentage': 11.05, 'discountedTotal': 2.66, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp'}]",4526.87,4223.96,115,5,13
116,"[{'id': 144, 'title': 'Cricket Helmet', 'price': 44.99, 'quantity': 1, 'total': 44.99, 'discountPercentage': 9.64, 'discountedTotal': 40.65, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/thumbnail.webp'}, {'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 5, 'total': 7.45, 'discountPercentage': 0.16, 'discountedTotal': 7.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 116, 'title': 'Scooter Motorcycle', 'price': 2999.99, 'quantity': 3, 'total': 8999.97, 'discountPercentage': 6.27, 'discountedTotal': 8435.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/thumbnail.webp'}, {'id': 111, 'title': 'Selfie Stick Monopod', 'price': 12.99, 'quantity': 3, 'total': 38.97, 'discountPercentage': 19.12, 'discountedTotal': 31.52, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp'}, {'id': 120, 'title': 'Vaseline Men Body and Face Lotion', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 13.39, 'discountedTotal': 43.26, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp'}]",9141.33,8558.54,116,5,17
117,"[{'id': 11, 'title': 'Annibale Colombo Bed', 'price': 1899.99, 'quantity': 2, 'total': 3799.98, 'discountPercentage': 8.57, 'discountedTotal': 3474.32, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp'}, {'id': 69, 'title': 'Plate', 'price': 3.99, 'quantity': 1, 'total': 3.99, 'discountPercentage': 7.31, 'discountedTotal': 3.7, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp'}, {'id': 37, 'title': 'Red Onions', 'price': 1.99, 'quantity': 3, 'total': 5.97, 'discountPercentage': 9.9, 'discountedTotal': 5.38, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp'}, {'id': 176, 'title': 'Women Handbag Black', 'price': 59.99, 'quantity': 3, 'total': 179.97, 'discountPercentage': 11.63, 'discountedTotal': 159.04, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp'}, {'id': 80, 'title': 'Huawei Matebook X Pro', 'price': 1399.99, 'quantity': 5, 'total': 6999.95, 'discountPercentage': 9.38, 'discountedTotal': 6343.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp'}]",10989.86,9985.79,117,5,14
118,"[{'id': 60, 'title': 'Grater Black', 'price': 10.99, 'quantity': 4, 'total': 43.96, 'discountPercentage': 3.56, 'discountedTotal': 42.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp'}, {'id': 183, 'title': 'Green Oval Earring', 'price': 24.99, 'quantity': 2, 'total': 49.98, 'discountPercentage': 15.18, 'discountedTotal': 42.39, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp'}, {'id': 120, 'title': 'Vaseline Men Body and Face Lotion', 'price': 9.99, 'quantity': 4, 'total': 39.96, 'discountPercentage': 13.39, 'discountedTotal': 34.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp'}, {'id': 33, 'title': 'Mulberry', 'price': 4.99, 'quantity': 5, 'total': 24.950000000000003, 'discountPercentage': 12.87, 'discountedTotal': 21.74, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp'}]",158.85,141.14,118,4,15
119,"[{'id': 104, 'title': 'Apple iPhone Charger', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 18.52, 'discountedTotal': 32.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/thumbnail.webp'}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 2, 'total': 259.98, 'discountPercentage': 15.54, 'discountedTotal': 219.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}]",299.96,252.16,119,2,4
120,"[{'id': 105, 'title': 'Apple MagSafe Battery Pack', 'price': 99.99, 'quantity': 2, 'total': 199.98, 'discountPercentage': 17.17, 'discountedTotal': 165.64, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp'}, {'id': 45, 'title': 'House Showpiece Plant', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 7.46, 'discountedTotal': 74.01, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp'}, {'id': 88, 'title': 'Nike Air Jordan 1 Red And Black', 'price': 149.99, 'quantity': 4, 'total': 599.96, 'discountPercentage': 4.12, 'discountedTotal': 575.24, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp'}]",879.92,814.89,120,3,8
121,"[{'id': 60, 'title': 'Grater Black', 'price': 10.99, 'quantity': 5, 'total': 54.95, 'discountPercentage': 3.56, 'discountedTotal': 52.99, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp'}, {'id': 42, 'title': 'Water', 'price': 0.99, 'quantity': 3, 'total': 2.9699999999999998, 'discountPercentage': 14.92, 'discountedTotal': 2.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp'}, {'id': 53, 'title': 'Chopping Board', 'price': 12.99, 'quantity': 2, 'total': 25.98, 'discountPercentage': 8.03, 'discountedTotal': 23.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp'}]",83.9,79.41,121,3,10
122,"[{'id': 95, 'title': 'Rolex Cellini Date Black Dial', 'price': 8999.99, 'quantity': 3, 'total': 26999.97, 'discountPercentage': 8.88, 'discountedTotal': 24602.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp'}, {'id': 184, 'title': 'Tropical Earring', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 0.76, 'discountedTotal': 39.68, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp'}, {'id': 47, 'title': 'Table Lamp', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 7.09, 'discountedTotal': 46.45, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp'}]",27089.94,24688.5,122,3,6
123,"[{'id': 183, 'title': 'Green Oval Earring', 'price': 24.99, 'quantity': 4, 'total': 99.96, 'discountPercentage': 15.18, 'discountedTotal': 84.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp'}, {'id': 116, 'title': 'Scooter Motorcycle', 'price': 2999.99, 'quantity': 3, 'total': 8999.97, 'discountPercentage': 6.27, 'discountedTotal': 8435.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/thumbnail.webp'}, {'id': 155, 'title': 'Classic Sun Glasses', 'price': 24.99, 'quantity': 4, 'total': 99.96, 'discountPercentage': 4.94, 'discountedTotal': 95.02, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp'}, {'id': 53, 'title': 'Chopping Board', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 8.03, 'discountedTotal': 47.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp'}, {'id': 115, 'title': 'MotoGP CI.H1', 'price': 14999.99, 'quantity': 5, 'total': 74999.95, 'discountPercentage': 6.92, 'discountedTotal': 69809.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp'}, {'id': 180, 'title': 'Dress Pea', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 17.68, 'discountedTotal': 41.15, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp'}]",84301.79,78514.37,123,6,21
124,"[{'id': 144, 'title': 'Cricket Helmet', 'price': 44.99, 'quantity': 4, 'total': 179.96, 'discountPercentage': 9.64, 'discountedTotal': 162.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/thumbnail.webp'}, {'id': 149, 'title': 'Iron Golf', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 6.53, 'discountedTotal': 233.63, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp'}, {'id': 146, 'title': 'Feather Shuttlecock', 'price': 5.99, 'quantity': 5, 'total': 29.950000000000003, 'discountPercentage': 2.95, 'discountedTotal': 29.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/thumbnail.webp'}, {'id': 120, 'title': 'Vaseline Men Body and Face Lotion', 'price': 9.99, 'quantity': 1, 'total': 9.99, 'discountPercentage': 13.39, 'discountedTotal': 8.65, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp'}]",469.85,433.96,124,4,15
125,"[{'id': 123, 'title': 'iPhone 13 Pro', 'price': 1099.99, 'quantity': 3, 'total': 3299.9700000000003, 'discountPercentage': 9.37, 'discountedTotal': 2990.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/thumbnail.webp'}, {'id': 4, 'title': 'Red Lipstick', 'price': 12.99, 'quantity': 5, 'total': 64.95, 'discountPercentage': 12.16, 'discountedTotal': 57.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/red-lipstick/thumbnail.webp'}]",3364.92,3047.81,125,2,8
126,"[{'id': 181, 'title': 'Marni Red & Black Suit', 'price': 179.99, 'quantity': 2, 'total': 359.98, 'discountPercentage': 19.02, 'discountedTotal': 291.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp'}, {'id': 68, 'title': 'Pan', 'price': 24.99, 'quantity': 5, 'total': 124.94999999999999, 'discountPercentage': 3, 'discountedTotal': 121.2, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp'}, {'id': 69, 'title': 'Plate', 'price': 3.99, 'quantity': 2, 'total': 7.98, 'discountPercentage': 7.31, 'discountedTotal': 7.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp'}, {'id': 127, 'title': 'Oppo K1', 'price': 299.99, 'quantity': 2, 'total': 599.98, 'discountPercentage': 18.29, 'discountedTotal': 490.24, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/thumbnail.webp'}, {'id': 30, 'title': 'Kiwi', 'price': 2.49, 'quantity': 5, 'total': 12.450000000000001, 'discountPercentage': 15.22, 'discountedTotal': 10.56, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp'}]",1105.34,920.91,126,5,16
127,"[{'id': 140, 'title': 'Basketball', 'price': 14.99, 'quantity': 2, 'total': 29.98, 'discountPercentage': 7.44, 'discountedTotal': 27.75, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp'}, {'id': 128, 'title': 'Realme C35', 'price': 149.99, 'quantity': 3, 'total': 449.97, 'discountPercentage': 15.3, 'discountedTotal': 381.12, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/realme-c35/thumbnail.webp'}, {'id': 87, 'title': 'Men Check Shirt', 'price': 27.99, 'quantity': 3, 'total': 83.97, 'discountPercentage': 11.38, 'discountedTotal': 74.41, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp'}, {'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 4, 'total': 59.96, 'discountPercentage': 6.84, 'discountedTotal': 55.86, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}, {'id': 121, 'title': 'iPhone 5s', 'price': 199.99, 'quantity': 2, 'total': 399.98, 'discountPercentage': 12.91, 'discountedTotal': 348.34, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/thumbnail.webp'}]",1023.86,887.48,127,5,14
128,"[{'id': 147, 'title': 'Football', 'price': 17.99, 'quantity': 1, 'total': 17.99, 'discountPercentage': 5.15, 'discountedTotal': 17.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/football/thumbnail.webp'}, {'id': 78, 'title': 'Apple MacBook Pro 14 Inch Space Grey', 'price': 1999.99, 'quantity': 5, 'total': 9999.95, 'discountPercentage': 4.69, 'discountedTotal': 9530.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp'}, {'id': 4, 'title': 'Red Lipstick', 'price': 12.99, 'quantity': 3, 'total': 38.97, 'discountPercentage': 12.16, 'discountedTotal': 34.23, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/red-lipstick/thumbnail.webp'}, {'id': 173, 'title': ""Heshe Women's Leather Bag"", 'price': 129.99, 'quantity': 1, 'total': 129.99, 'discountPercentage': 3.87, 'discountedTotal': 124.96, 'thumbnail': ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/thumbnail.webp""}, {'id': 57, 'title': 'Fine Mesh Strainer', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 3.5, 'discountedTotal': 48.2, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp'}]",10236.85,9755.4,128,5,15
129,"[{'id': 136, 'title': 'Vivo X21', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 17.41, 'discountedTotal': 1651.77, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp'}, {'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 5, 'total': 149.95, 'discountPercentage': 6.53, 'discountedTotal': 140.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}, {'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 1, 'total': 1.49, 'discountPercentage': 0.16, 'discountedTotal': 1.49, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 162, 'title': 'Blue Frock', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 12.13, 'discountedTotal': 26.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/blue-frock/thumbnail.webp'}, {'id': 18, 'title': 'Cat Food', 'price': 8.99, 'quantity': 5, 'total': 44.95, 'discountPercentage': 9.58, 'discountedTotal': 40.64, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp'}, {'id': 59, 'title': 'Glass', 'price': 4.99, 'quantity': 4, 'total': 19.96, 'discountPercentage': 7.92, 'discountedTotal': 18.38, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp'}]",2246.3,1878.79,129,6,20
130,"[{'id': 65, 'title': 'Lunch Box', 'price': 12.99, 'quantity': 2, 'total': 25.98, 'discountPercentage': 10.34, 'discountedTotal': 23.29, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp'}, {'id': 15, 'title': 'Wooden Bathroom Sink With Mirror', 'price': 799.99, 'quantity': 2, 'total': 1599.98, 'discountPercentage': 8.8, 'discountedTotal': 1459.18, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp'}, {'id': 167, 'title': '300 Touring', 'price': 28999.99, 'quantity': 1, 'total': 28999.99, 'discountPercentage': 3.98, 'discountedTotal': 27845.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp'}]",30625.95,29328.26,130,3,5
131,"[{'id': 93, 'title': 'Brown Leather Belt Watch', 'price': 89.99, 'quantity': 5, 'total': 449.95, 'discountPercentage': 5.99, 'discountedTotal': 423, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp'}, {'id': 65, 'title': 'Lunch Box', 'price': 12.99, 'quantity': 2, 'total': 25.98, 'discountPercentage': 10.34, 'discountedTotal': 23.29, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp'}, {'id': 90, 'title': 'Puma Future Rider Trainers', 'price': 89.99, 'quantity': 2, 'total': 179.98, 'discountPercentage': 4.2, 'discountedTotal': 172.42, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp'}, {'id': 133, 'title': 'Samsung Galaxy S10', 'price': 699.99, 'quantity': 4, 'total': 2799.96, 'discountPercentage': 5.59, 'discountedTotal': 2643.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp'}, {'id': 35, 'title': 'Potatoes', 'price': 2.29, 'quantity': 3, 'total': 6.87, 'discountPercentage': 5.38, 'discountedTotal': 6.5, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/potatoes/thumbnail.webp'}, {'id': 10, 'title': 'Gucci Bloom Eau de', 'price': 79.99, 'quantity': 3, 'total': 239.96999999999997, 'discountPercentage': 14.39, 'discountedTotal': 205.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp'}]",3702.71,3474.09,131,6,19
132,"[{'id': 51, 'title': 'Boxed Blender', 'price': 39.99, 'quantity': 3, 'total': 119.97, 'discountPercentage': 7.26, 'discountedTotal': 111.26, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp'}, {'id': 179, 'title': 'Corset With Black Skirt', 'price': 79.99, 'quantity': 1, 'total': 79.99, 'discountPercentage': 15.06, 'discountedTotal': 67.94, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp'}, {'id': 51, 'title': 'Boxed Blender', 'price': 39.99, 'quantity': 4, 'total': 159.96, 'discountPercentage': 7.26, 'discountedTotal': 148.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp'}, {'id': 12, 'title': 'Annibale Colombo Sofa', 'price': 2499.99, 'quantity': 5, 'total': 12499.949999999999, 'discountPercentage': 14.4, 'discountedTotal': 10699.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp'}, {'id': 65, 'title': 'Lunch Box', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 10.34, 'discountedTotal': 46.59, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp'}, {'id': 134, 'title': 'Vivo S1', 'price': 249.99, 'quantity': 2, 'total': 499.98, 'discountPercentage': 10.17, 'discountedTotal': 449.13, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/thumbnail.webp'}]",13411.81,11523.23,132,6,19
